DRAWING_ID,CLEAN_PDF,MARKED_PDF,FACIT_XLSX,BLUEBEAM_XML,CVAT,OTHER_REFERENCE,REVISION,EXPOSURE,STATUS,VALIDATION_SET,CONTENT_CHECK
V-50-1-1624,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1624 - Plan 07, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1624 - Plan 07, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1642,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1642 - Plan 07, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1642 - Plan 07, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1644,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1644 - Plan 07, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1644 - Plan 07, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1712,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1712 - Plan 08, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1712 - Plan 08, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1714,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1714 - Plan 08, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1714 - Plan 08, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1721,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1721 - Plan 08, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1721 - Plan 08, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1722,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1722 - Plan 08, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1722 - Plan 08, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1723,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1723 - Plan 08, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1723 - Plan 08, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1724,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1724 - Plan 08, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1724 - Plan 08, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1742,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1742 - Plan 08, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1742 - Plan 08, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1744,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1744 - Plan 08, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1744 - Plan 08, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1823,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1823 - Plan 09, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1823 - Plan 09, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1824,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1824 - Plan 09, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1824 - Plan 09, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1842,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1842 - Plan 09, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1842 - Plan 09, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1844,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1844 - Plan 09, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1844 - Plan 09, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1923,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1923 - Plan 10, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1923 - Plan 10, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1924,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1924 - Plan 10, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1924 - Plan 10, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1942,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1942 - Plan 10, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1942 - Plan 10, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-A0001,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0001.pdf; Drawings/Scales/V-50-1-A0001.pdf; Drawings/Style of drawings/12/V-50-1-A0001.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0002,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0002.pdf; Drawings/Style of drawings/12/V-50-1-A0002.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0101,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0101.pdf; Drawings/Pipe studio - style-source-pdfs/01 - AutoCAD - pdfplot14-16 - Ghostscript 9.21/V-50-1-A0101.pdf; Drawings/Style of drawings/12/V-50-1-A0101.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0102,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0102.pdf; Drawings/Style of drawings/12/V-50-1-A0102.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0111,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0111.pdf; Drawings/CVAT/V-50-1-A0111.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0111.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0111.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0111.xml,Drawings/CVAT/V-50-1-A0111_cvat_job3293971/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0111.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0112,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0112.pdf; Drawings/CVAT/V-50-1-A0112.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0112.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0112.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0112.xml,Drawings/CVAT/V-50-1-A0112_cvat_job3293972/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0112.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0121,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0121.pdf; Drawings/CVAT/V-50-1-A0121.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0121.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0121.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0121.xml,Drawings/CVAT/V-50-1-A0121_cvat_job3293973/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0121.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0122,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0122.pdf; Drawings/CVAT/V-50-1-A0122.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0122.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0122.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0122.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0122.pdf; Drawings/Pipe studio - style-source-pdfs/02 - Sweco - AutoCAD MEP 2020 - pdfplot15/V-50-1-A0122.pdf; Drawings/Scales/V-50-1-A0122.pdf; Drawings/Style of drawings/2/V-50-1-A0122.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0123,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0123.pdf; Drawings/CVAT/V-50-1-A0123.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0123.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0123.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0123.xml,Drawings/CVAT/V-50-1-A0123_cvat_job3293975/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0123.pdf; Drawings/Style of drawings/2/V-50-1-A0123.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0124,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0124.pdf; Drawings/CVAT/V-50-1-A0124.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0124.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0124.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0124.xml,Drawings/CVAT/V-50-1-A0124_cvat_job3293976/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0124.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0201,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0201.pdf; Drawings/Style of drawings/12/V-50-1-A0201.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0202,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0202.pdf; Drawings/Style of drawings/12/V-50-1-A0202.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0211,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0211.pdf; Drawings/CVAT/V-50-1-A0211.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0211.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0211.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0211.xml,Drawings/CVAT/V-50-1-A0211_cvat_job3293977/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0211.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0212,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0212.pdf; Drawings/CVAT/V-50-1-A0212.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0212.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0212.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0212.xml,Drawings/CVAT/V-50-1-A0212_cvat_job3293978/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0212.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0221,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0221.pdf; Drawings/CVAT/V-50-1-A0221.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0221.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0221.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0221.xml,Drawings/CVAT/V-50-1-A0221_cvat_job3293979/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0221.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0222,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0222.pdf; Drawings/CVAT/V-50-1-A0222.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0222.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0222.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0222.xml,Drawings/CVAT/V-50-1-A0222_cvat_job3293980/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0222.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0223,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0223.pdf; Drawings/CVAT/V-50-1-A0223.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0223.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0223.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0223.xml,Drawings/CVAT/V-50-1-A0223_cvat_job3293981/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0223.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0301,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0301.pdf; Drawings/Style of drawings/12/V-50-1-A0301.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0302,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0302.pdf; Drawings/Style of drawings/12/V-50-1-A0302.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0311,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0311.pdf; Drawings/CVAT/V-50-1-A0311.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0311.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0311.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0311.xml,Drawings/CVAT/V-50-1-A0311_cvat_job3293982/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0311.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0312,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0312.pdf; Drawings/CVAT/V-50-1-A0312.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0312.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0312.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0312.xml,Drawings/CVAT/V-50-1-A0312_cvat_job3293983/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0312.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0321,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0321.pdf; Drawings/CVAT/V-50-1-A0321.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0321.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0321.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0321.xml,Drawings/CVAT/V-50-1-A0321_cvat_job3293984/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0321.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0322,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0322.pdf; Drawings/CVAT/V-50-1-A0322.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0322.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0322.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0322.xml,Drawings/CVAT/V-50-1-A0322_cvat_job3293985/annotations.xml,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0322.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0323,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0323.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0323.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0323.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0323.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0323.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0401,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0401.pdf; Drawings/Style of drawings/12/V-50-1-A0401.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0402,,,,,,Drawings/Other drawings (different format)/Priorn/V-50-1-A0402.pdf; Drawings/Style of drawings/12/V-50-1-A0402.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0411,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0411.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0411.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0411.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0411.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0411.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0412,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0412.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0412.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0412.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0412.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0412.pdf; Drawings/Style of drawings/2/V-50-1-A0412.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0421,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0421.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0421.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0421.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0421.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0421.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0422,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0422.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0422.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0422.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0422.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0422.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0423,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0423.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0423.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0423.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0423.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0423.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0511,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0511.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0511.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0511.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0511.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0511.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0512,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0512.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0512.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0512.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0512.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0512.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0521,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0521.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0521.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0521.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0521.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0521.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0522,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0522.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0522.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0522.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0522.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0522.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0523,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-A0523.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0523.pdf,Drawings/Bluebeam - set 3 /V-50-1-A0523.xlsx,Drawings/Bluebeam - set 3 /V-50-1-A0523.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0523.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-A0611,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0611.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0612,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0612.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0622,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0622.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A0623,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A0623.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A5512,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A5512.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-A5522,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-A5522.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-B0111,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0111.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-B0112,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-B0112.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0112.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0112.xlsx,Drawings/Bluebeam - set 3 /V-50-1-B0112.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0112.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-B0113,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0113.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-B0114,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-B0114.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0114.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0114.xlsx,Drawings/Bluebeam - set 3 /V-50-1-B0114.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0114.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-B0121,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0121.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
V-50-1-B0122,Drawings/Bluebeam - set 3 /Without measurement/V-50-1-B0122.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0122.pdf,Drawings/Bluebeam - set 3 /V-50-1-B0122.xlsx,Drawings/Bluebeam - set 3 /V-50-1-B0122.xml,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0122.pdf,,DEVELOPMENT,READY_FOR_BLIND_VALIDATION,DEVELOPMENT,PAIR_VERIFIED_BY_CONTENT: ren kandidat bär annoteringar som motorn bevisligen tar bort
V-50-1-B0123,,,,,,Drawings/Other drawings (different format)/Rundstickan/V-50-1-B0123.pdf,,DEVELOPMENT,UNPAIRED,DEVELOPMENT,NOT_A_PAIR
